index	value	noise
748	0.25	F
749	-0.3	F
750	0.15	F
751	-0.1	F
752	0.0	F
753	-0.25	F
754	0.25	F
755	-0.15	F
756	0.15	F
757	-0.2	F
758	0.25	F
759	-0.3	F
760	0.15	F
761	-0.7437482256206274	T
762	0.0	F
763	-0.25	F
764	0.25	F
765	-0.15	F
766	0.15	F
767	-0.2	F
768	0.25	F
769	-0.3	F
770	0.15	F
771	-0.1	F
772	0.0	F
773	-0.25	F
774	0.25	F
775	-0.15	F
776	0.15	F
777	-0.2	F
778	0.25	F
779	-0.3	F
780	0.15	F
781	-0.1	F
782	0.0	F
783	-0.25	F
784	0.25	F
785	-0.15	F
786	0.15	F
787	-0.2	F
788	0.25	F
789	-0.3	F
790	0.15	F
791.0	-0.1	T
792.0256	0.0	T
793.0512	-0.25	T
794.0768	0.25	T
795.10236	-0.15	T
796.128	0.15	T
797.15356	-0.2	T
798.17914	0.25	T
799.2048	-0.3	T
800.23035	0.15	T
801	0.0	F
802	-0.25	F
803	0.25	F
804.0	-0.15	T
806.4763	0.15	T
808.95264	-0.2	T
811.429	0.25	T
813.90533	-0.3	T
816.38165	0.15	T
818.858	-0.1	T
821.33435	0.0	T
823.81067	-0.25	T
826.287	0.25	T
827	0.15	F
828	-0.2	F
829	0.25	F
830	-0.3	F
831	0.15	F
832	-0.1	F
833	0.0	F
834	-0.25	F
835	0.25	F
836	-0.15	F
837	0.15	F
838	-0.2	F
839	0.25	F
840	-0.3	F
841	0.15	F
842	-0.1	F
843	0.0	F
844	-0.25	F
845	0.25	F
846	-0.15	F
847	0.15	F
848	-0.2	F
849	0.25	F
850	-0.3	F
851	0.15	F
852	-0.1	F
853	0.0	F
854	-0.25	F
855	0.25	F
856	-0.15	F
857	0.15	F
858	-0.2	F
859	0.25	F
860	-0.3	F
861	0.15	F
862	-0.1	F
863	0.0	F
864	-0.25	F
865	0.25	F
866.0	-0.15	T
866.65063	0.15	T
867.3012	-0.2	T
867.95184	0.25	T
868.6024	-0.3	T
869.25305	0.15	T
869.9036	-0.1	T
870.55426	0.0	T
871.20483	-0.25	T
871.85547	0.25	T
872	0.15	F
873	-0.2	F
874	0.25	F
875	-0.3	F
876	0.15	F
877	-0.1	F
878	0.0	F
879	-0.25	F
880	0.25	F
881	-0.15	F
882	0.15	F
883	-0.2	F
884	0.25	F
885	-0.3	F
886	0.15	F
887	-0.1	F
888	0.0	F
889	-0.25	F
890	0.25	F
891	-0.15	F
892	0.15	F
893	-0.6347992019778036	T
894	0.25	F
895	-0.3	F
896	0.15	F
897	-0.1	F
898	0.0	F
899	-0.25	F
900	0.25	F
901	-0.15	F
902	0.15	F
903	-0.2	F
904	0.25	F
905	-0.3	F
906	0.15	F
907	-0.1	F
908	0.0	F
909	-0.25	F
910	0.25	F
911	-0.15	F
912	0.40485802324130193	T
913	-0.2	F
914	0.25	F
915	-0.3	F
916.0	0.15	T
916.4909	-0.1	T
916.9818	0.0	T
917.47266	-0.25	T
917.96356	0.25	T
918.45447	-0.15	T
918.9454	0.15	T
919.4363	-0.2	T
919.9272	0.25	T
920.418	-0.3	T
921	-0.1	F
922	0.0	F
923	-0.25	F
924	0.25	F
925	-0.15	F
926	0.15	F
927	-0.2	F
928	0.25	F
929	-0.3	F
930	0.15	F
931	-0.1	F
932	0.0	F
933	-0.25	F
934	0.25	F
935	-0.15	F
936	0.15	F
937	-0.2	F
938	0.25	F
939	-0.3	F
940	0.15	F
941	-0.1	F
942	0.0	F
943	-0.25	F
944	0.25	F
945	-0.15	F
946	0.15	F
947	-0.2	F
948	0.25	F
949	-0.3	F
950	0.15	F
951	-0.1	F
952	0.0	F
953	-0.25	F
954	0.25	F
955	-0.15	F
956	0.15	F
957	-0.2	F
958	0.25	F
959	-0.3	F
960	0.15	F
961	-0.1	F
962	0.0	F
963	-0.25	F
964	0.25	F
965	-0.15	F
966	0.15	F
967	-0.2	F
968	0.25	F
969.0	-0.3	T
971.52966	0.15	T
974.0593	-0.1	T
976.589	0.0	T
979.11865	-0.25	T
981.6483	0.25	T
984.178	-0.15	T
986.70764	0.15	T
989.2373	-0.2	T
991.76697	0.25	T
992	0.15	F
993	-0.1	F
994	0.0	F
995	-0.25	F
996	0.25	F
997	-0.15	F
998	0.15	F
999	-0.2	F
1000	0.25	F
1001	-0.3	F
1002	0.15	F
1003	-0.1	F
1004	0.0	F
1005	-0.25	F
1006	0.25	F
1007	-0.15	F
1008.0	0.15	T
1010.78705	-0.2	T
1013.5741	0.25	T
1016.3612	-0.3	T
1019.14825	0.15	T
1021.9353	-0.1	T
1024.7224	0.0	T
1027.5094	-0.25	T
1030.2965	0.25	T
1033.0835	-0.15	T
1034	-0.2	F
1035	0.25	F
1036	-0.3	F
1037	0.15	F
1038	-0.1	F
1039	0.0	F
1040	-0.25	F
1041	0.25	F
1042	-0.15	F
1043	0.15	F
1044	-0.2	F
1045	0.25	F
1046	-0.3	F
1047	0.15	F
1048	-0.1	F
1049	0.0	F
1050	-0.25	F
1051	0.25	F
1052	-0.15	F
1053	0.15	F
1054	-0.8280665509077597	T
1055	0.25	F
1056	-0.3	F
1057	0.15	F
1058	-0.1	F
1059	0.0	F
1060	-0.25	F
1061	0.25	F
1062	-0.15	F
1063	0.15	F
1064	-0.2	F
1065	0.25	F
1066	-0.3	F
1067	0.15	F
1068	-0.22093088778148795	T
1069	0.0	F
1070	-0.25	F
1071	0.25	F
1072	-0.15	F
1073	0.15	F
1074	-0.2	F
1075.0	0.25	T
1075.5267	-0.3	T
1076.0535	0.15	T
1076.5802	-0.1	T
1077.1069	0.0	T
1077.6335	-0.25	T
1078.1604	0.25	T
1078.687	-0.15	T
1079.2139	0.15	T
1079.7405	-0.2	T
1080	-0.3	F
1081	0.15	F
1082	-0.1	F
1083.0	0.0	T
1083.8975	-0.25	T
1084.7949	0.25	T
1085.6924	-0.15	T
1086.5898	0.15	T
1087.4873	-0.2	T
1088.3848	0.25	T
1089.2822	-0.3	T
1090.1797	0.15	T
1091.0771	-0.1	T
1092	-0.25	F
1093	0.25	F
1094	-0.15	F
1095	0.15	F
1096	-0.2	F
1097	0.25	F
1098	-0.3	F
1099	0.15	F
1100	-0.1	F
1101	0.0	F
1102	-0.25	F
1103	0.25	F
1104	-0.15	F
1105	0.15	F
1106	-0.2	F
1107	0.25	F
1108	-0.3	F
1109	0.15	F
1110	-0.1	F
1111	0.0	F
1112	-0.25	F
1113	0.25	F
1114	-0.15	F
1115	0.15	F
1116	-0.6463809717654045	T
1117	0.25	F
1118	-0.3	F
1119	0.15	F
1120	-0.7213919721941174	T
1121	0.0	F
1122	-0.25	F
1123	0.25	F
1124	-0.15	F
1125	0.15	F
1126	-0.2	F
1127	0.25	F
1128	-0.3	F
1129	0.15	F
1130	-0.1	F
1131	0.0	F
1132	-0.25	F
1133	0.25	F
1134	-0.15	F
1135	0.15	F
1136	-0.2	F
1137	0.25	F
1138	-0.3	F
1139	0.15	F
1140	-0.1	F
1141	0.0	F
1142	-0.25	F
1143	0.25	F
1144	-0.15	F
1145	0.15	F
1146	-0.2	F
1147	0.25	F
1148	-0.3	F
1149	0.15	F
1150	-0.1	F
1151	0.0	F
1152	-0.25	F
1153	0.25	F
1154	-0.15	F
1155	0.15	F
1156	-0.2	F
1157	0.25	F
1158	-0.3	F
1159	0.15	F
1160	-0.1	F
1161	0.0	F
1162	-0.25	F
1163	0.25	F
1164	-0.15	F
1165	0.15	F
1166	-0.2	F
1167	0.25	F
1168	-0.3	F
1169	0.15	F
1170	-0.1	F
1171	0.0	F
1172	-0.7193228400576158	T
1173	0.25	F
1174	-0.15	F
1175	0.15	F
1176	-0.2	F
1177	0.25	F
1178	-0.3	F
1179	0.15	F
1180	-0.1	F
1181	0.0	F
1182	-0.25	F
1183	0.25	F
1184	-0.15	F
1185	0.15	F
1186	-0.2	F
1187	0.25	F
1188	-0.3	F
1189	0.15	F
1190	-0.1	F
1191	0.0	F
1192	-0.25	F
1193	0.25	F
1194	-0.15	F
1195.0	0.15	T
1195.816	-0.2	T
1196.6321	0.25	T
1197.4481	-0.3	T
1198.2642	0.15	T
1199.0802	-0.1	T
1199.8962	0.0	T
1200.7122	-0.25	T
1201.5283	0.25	T
1202.3442	-0.15	T
1203	-0.2	F
1204	0.25	F
1205	-0.3	F
1206	0.15	F
1207	-0.1	F
1208	0.0	F
1209	-0.25	F
1210	0.25	F
1211	-0.15	F
1212	0.15	F
1213	-0.2	F
1214	0.25	F
1215	-0.3	F
1216	0.15	F
1217	-0.1	F
1218	0.0	F
1219	-0.25	F
1220	0.25	F
1221	-0.15	F
1222	0.15	F
1223	-0.2	F
1224	0.25	F
1225	-0.3	F
1226	0.15	F
1227	-0.1	F
1228	0.0	F
1229	-0.25	F
1230	0.25	F
1231	-0.15	F
1232	0.15	F
1233	-0.2	F
1234	0.25	F
1235	-0.3	F
1236	0.15	F
1237	-0.1	F
1238	0.0	F
1239	-0.25	F
1240	0.25	F
1241	-0.15	F
1242	0.15	F
1243	-0.2	F
1244	0.25	F
1245	-0.3	F
1246	0.15	F
1247	-0.1	F
1248	0.0	F
1249	-0.25	F
1250	0.25	F
1251	-0.15	F
1252	0.15	F
1253	-0.2	F
1254	0.25	F
1255	-0.3	F
1256	0.15	F
1257	-0.1	F
1258	0.0	F
1259	-0.25	F
1260	0.25	F
1261	-0.15	F
1262	0.15	F
1263	-0.2	F
1264	0.25	F
1265	-0.3	F
1266	0.15	F
1267	-0.1	F
1268	0.0	F
1269	-0.25	F
1270	0.25	F
1271	-0.15	F
1272	0.15	F
1273	-0.2	F
1274	0.25	F
1275	-0.3	F
1276	0.15	F
1277	-0.5027225723596059	T
1278	0.0	F
1279	-0.25	F
1280	0.25	F
1281	-0.15	F
1282	0.15	F
1283	-0.2	F
1284	0.25	F
1285	-0.3	F
1286	0.15	F
1287	-0.1	F
1288	0.0	F
1289	-0.25	F
1290	0.25	F
1291	-0.15	F
1292	0.15	F
1293	-0.2	F
1294	0.25	F
1295	-0.3	F
1296	0.15	F
1297	-0.1	F
1298	0.0	F
1299.0	-0.25	T
1300.6384	0.25	T
1302.2767	-0.15	T
1303.9152	0.15	T
1305.5535	-0.2	T
1307.1919	0.25	T
1308.8302	-0.3	T
1310.4686	0.15	T
1312.107	-0.1	T
1313.7454	0.0	T
1314	0.25	F
1315	-0.15	F
1316	0.15	F
1317	-0.2	F
1318	0.25	F
1319	-0.3	F
1320	0.15	F
1321	-0.1	F
1322	0.0	F
1323	-0.25	F
1324	0.25	F
1325	-0.15	F
1326	0.15	F
1327	-0.2	F
1328	0.25	F
1329	-0.3	F
1330	0.15	F
1331	-0.1	F
1332	0.0	F
1333	-0.25	F
1334	0.25	F
1335	-0.15	F
1336	0.15	F
1337	-0.2	F
1338	0.25	F
1339	-0.3	F
1340	0.15	F
1341	-0.1	F
1342	0.0	F
1343.0	-0.25	T
1345.7274	0.25	T
1348.4548	-0.15	T
1351.1823	0.15	T
1353.9095	-0.2	T
1356.637	0.25	T
1359.3644	-0.3	T
1362.0918	0.15	T
1364.8192	-0.1	T
1367.5466	0.0	T
1368	0.25	F
1369	-0.24432670820337055	T
1370	0.15	F
1371	-0.2	F
1372	0.25	F
1373	-0.1001961639304666	T
1374	0.15	F
1375	-0.1	F
1376	0.0	F
1377	-0.25	F
1378	0.25	F
1379	-0.15	F
1380	0.15	F
1381	-0.2	F
1382	0.25	F
1383	-0.3	F
1384	0.15	F
1385	-0.1	F
1386	0.0	F
1387	-0.25	F
1388	0.25	F
1389	-0.15	F
1390	0.15	F
1391	-0.2	F
1392	0.25	F
1393	-0.3	F
1394	0.15	F
1395	-0.1	F
1396	0.0	F
1397	-0.25	F
1398	0.25	F
1399	-0.15	F
1400	0.15	F
1401	-0.2	F
1402	0.25	F
1403	-0.3	F
1404	0.15	F
1405	-0.1	F
1406	0.0	F
1407	-0.25	F
1408	0.25	F
1409	-0.15	F
1410	0.15	F
1411	-0.2	F
1412	0.25	F
1413	-0.3	F
1414	0.15	F
1415	-0.1	F
1416	0.0	F
1417	-0.25	F
1418	0.25	F
1419	-0.15	F
1420	0.15	F
1421	-0.2	F
1422	0.25	F
1423	-0.3	F
1424	0.15	F
1425	-0.1	F
1426	0.0	F
1427	-0.25	F
1428	0.25	F
1429	-0.15	F
1430	0.15	F
1431	-0.2	F
1432	0.25	F
1433	-0.3	F
1434	0.15	F
1435	-0.1	F
1436	0.0	F
1437	-0.25	F
1438	0.25	F
1439	-0.15	F
1440	0.15	F
1441	-0.2	F
1442	0.25	F
1443	-0.3	F
1444	0.15	F
1445	-0.1	F
1446	0.0	F
1447	-0.25	F
1448	0.25	F
1449	-0.40853702655235813	T
1450	0.15	F
1451	-0.2	F
1452	0.25	F
1453	-0.3	F
1454	0.8048819941022454	T
1455	-0.1	F
1456	0.0	F
1457	-0.25	F
1458	0.25	F
1459	-0.15	F
1460	0.15	F
1461	-0.2	F
1462	0.25	F
1463	-0.3	F
1464	0.15	F
1465	-0.1	F
1466	0.0	F
1467	-0.25	F
1468	0.25	F
1469	-0.15	F
1470	0.15	F
1471	-0.2	F
1472	0.25	F
1473	-0.3	F
1474	0.15	F
1475	-0.1	F
1476	0.0	F
1477	-0.25	F
1478	0.25	F
1479	-0.15	F
1480	0.15	F
1481	-0.2	F
1482	0.25	F
1483	-0.3	F
1484	0.15	F
1485	-0.1	F
1486	0.0	F
1487	-0.25	F
1488	0.25	F
1489	-0.15	F
1490	0.15	F
1491	-0.2	F
1492	0.25	F
1493	-0.3	F
1494	0.15	F
1495	-0.1	F
1496	0.0	F
1497	-0.25	F
1498	0.25	F
1499	-0.8282479459529739	T
1500	0.15	F
1501	-0.2	F
1502	0.25	F
1503	-0.3	F
1504	0.15	F
1505	-0.1	F
1506	0.0	F
1507	-0.25	F
1508	0.25	F
1509	-0.15	F
1510	0.15	F
1511	-0.2	F
1512	0.25	F
1513	-0.3	F
1514	0.15	F
1515	-0.1	F
1516	0.0	F
1517	-0.25	F
1518	0.25	F
1519	-0.15	F
1520	0.11537979815507637	T
1521.0	-0.2	T
1522.3776	0.25	T
1523.7551	-0.3	T
1525.1327	0.15	T
1526.5103	-0.1	T
1527.8878	0.0	T
1529.2654	-0.25	T
1530.643	0.25	T
1532.0206	-0.15	T
1533.3982	0.15	T
1534	0.25	F
1535	-0.3	F
1536	0.15	F
1537	-0.1	F
1538	0.0	F
1539	-0.25	F
1540	0.25	F
1541	-0.15	F
1542	0.15	F
1543	-0.2	F
1544	0.25	F
1545	-0.3	F
1546	0.15	F
1547	-0.1	F
1548	0.0	F
1549	-0.25	F
1550	0.25	F
1551	-0.15	F
1552	0.15	F
1553	-0.2	F
1554	0.25	F
1555	-0.3	F
1556	0.15	F
1557	-0.1	F
1558	0.22432129106701515	T
1559	-0.25	F
1560	0.25	F
1561	-0.15	F
1562	0.15	F
1563	-0.2	F
1564	0.25	F
1565	-0.3	F
1566	0.15	F
1567	-0.1	F
1568	0.0	F
1569	-0.25	F
1570	0.25	F
1571	-0.15	F
1572	0.15	F
1573	-0.2	F
1574	0.25	F
1575	-0.3	F
1576	0.15	F
1577	-0.1	F
1578	0.0	F
1579	-0.10363338690943613	T
1580	0.25	F
1581	-0.15	F
1582	0.15	F
1583	-0.2	F
1584	0.25	F
1585	-0.3	F
