index	value	noise
499	-0.25	F
500	0.0	F
501	0.25	F
502	0.0	F
503	-0.25	F
504	0.0	F
505	0.25	F
506	0.0	F
507	-0.25	F
508	0.0	F
509	0.25	F
510	0.0	F
511	-0.25	F
512	0.0	F
513	0.25	F
514	0.0	F
515	-0.25	F
516	0.0	F
517	0.25	F
518	0.0	F
519	-0.25	F
520	0.0	F
521	0.25	F
522	0.0	F
523	-0.25	F
524	0.0	F
525	0.25	F
526	0.0	F
527	-0.25	F
528	0.0	F
529	0.25	F
530	0.0	F
531	-0.25	F
532	0.0	F
533	0.25	F
534	0.0	F
535	-0.25	F
536	0.0	F
537	0.25	F
538	0.0	F
539	-0.25	F
540	0.0	F
541	0.25	F
542	0.0	F
543	-0.25	F
544	0.0	F
545	0.25	F
546	0.0	F
547	-0.25	F
548	0.0	F
549	0.25	F
550	0.0	F
551	-0.25	F
552	0.0	F
553	0.25	F
554	0.0	F
555	-0.25	F
556	0.0	F
557	0.25	F
558	0.0	F
559	-0.25	F
560	0.0	F
561	0.25	F
562	0.0	F
563	-0.25	F
564	0.0	F
565	0.25	F
566	0.0	F
567	-0.25	F
568	0.0	F
569	0.25	F
570	0.0	F
571	-0.25	F
572	0.0	F
573	0.25	F
574	0.0	F
575	-0.25	F
576	0.0	F
577	0.25	F
578	0.0	F
579	-0.25	F
580	0.0	F
581	0.25	F
582	0.0	F
583	-0.25	F
584	0.0	F
585	0.25	F
586	0.0	F
587	-0.25	F
588	0.0	F
589	0.25	F
590	0.0	F
591	-0.25	F
592	0.0	F
593	0.25	F
594	0.0	F
595	-0.25	F
596	0.0	F
597	0.25	F
598	0.0	F
599	-0.25	F
600	0.0	F
601	0.25	F
602	0.0	F
603	-0.25	F
604	0.0	F
605	0.25	F
606	0.0	F
607	-0.25	F
608	0.0	F
609	0.25	F
610	0.0	F
611	-0.25	F
612	0.0	F
613	0.25	F
614	0.0	F
615	-0.25	F
616	0.0	F
617	0.25	F
618	0.0	F
619	-0.25	F
620	0.0	F
621	0.25	F
622	0.0	F
623	-0.25	F
624	0.0	F
625	0.25	F
626	0.0	F
627	-0.25	F
628	0.0	F
629	0.25	F
630	0.0	F
631	-0.25	F
632	0.0	F
633	0.25	F
634	0.0	F
635	-0.25	F
636	0.0	F
637	0.25	F
638	0.0	F
639	-0.25	F
640	0.0	F
641	0.25	F
642	0.0	F
643	-0.25	F
644	0.0	F
645	0.25	F
646	0.0	F
647	-0.25	F
648	0.0	F
649	0.25	F
650	0.0	F
651	-0.25	F
652	0.0	F
653	0.25	F
654	0.0	F
655	-0.25	F
656	0.0	F
657	0.25	F
658	0.0	F
659	-0.25	F
660	0.0	F
661	0.25	F
662	0.0	F
663	-0.25	F
664	0.0	F
665	0.25	F
666	0.0	F
667	-0.25	F
668	0.0	F
669	0.25	F
670	0.0	F
671	-0.25	F
672	0.0	F
673	0.25	F
674	0.0	F
675	-0.25	F
676	0.0	F
677	0.25	F
678	0.0	F
679	-0.25	F
680	0.0	F
681	0.25	F
682	0.0	F
683	-0.25	F
684	0.0	F
685	0.25	F
686	0.0	F
687	-0.25	F
688	0.0	F
689	0.25	F
690	0.0	F
691	-0.25	F
692	0.0	F
693	0.25	F
694	0.0	F
695	-0.25	F
696	0.0	F
697	0.25	F
698	0.0	F
699	-0.25	F
700	0.0	F
701	0.25	F
702	0.0	F
703	-0.25	F
704	0.0	F
705	0.25	F
706	0.0	F
707	-0.25	F
708	0.0	F
709	0.25	F
710	0.0	F
711	-0.25	F
712	0.0	F
713	0.25	F
714	0.0	F
715	-0.25	F
716	0.0	F
717	0.25	F
718	0.0	F
719	-0.25	F
720	0.0	F
721	0.25	F
722	0.0	F
723	-0.25	F
724	0.0	F
725	0.25	F
726	0.0	F
727	-0.25	F
728	0.0	F
729	0.25	F
730	0.0	F
731	-0.25	F
732	0.0	F
733	0.25	F
734	0.0	F
735	-0.25	F
736	0.0	F
737	0.25	F
738	0.0	F
739	-0.25	F
740	0.0	F
741	0.25	F
742	0.0	F
743	-0.25	F
744	0.0	F
745	0.25	F
746	0.0	F
747	-0.25	F
748	0.0	F
749	0.25	F
750	0.0	F
751	-0.25	F
752	0.0	F
753	0.25	F
754	0.0	F
755	-0.25	F
756	0.0	F
757	0.25	F
758	0.0	F
759	-0.25	F
760	0.0	F
761	0.25	F
762	0.0	F
763	-0.25	F
764	0.0	F
765	0.25	F
766	0.0	F
767	-0.25	F
768	0.0	F
769	0.25	F
770	0.0	F
771	-0.25	F
772	0.0	F
773	0.25	F
774	0.0	F
775	-0.25	F
776	0.0	F
777	0.25	F
778	0.0	F
779	-0.25	F
780	0.0	F
781	0.25	F
782	0.0	F
783	-0.25	F
784	0.0	F
785	0.25	F
786	0.0	F
787	-0.25	F
788	0.0	F
789	0.25	F
790	0.0	F
791	-0.25	F
792	0.0	F
793	0.25	F
794	0.0	F
795	-0.25	F
796	0.0	F
797	0.25	F
798	0.0	F
799	-0.25	F
800	0.0	F
801	0.25	F
802	0.0	F
803	-0.25	F
804	0.0	F
805	0.25	F
806	0.0	F
807	-0.25	F
808	0.0	F
809	0.25	F
810	0.0	F
811	-0.25	F
812	0.0	F
813	0.25	F
814	0.0	F
815	-0.25	F
816	0.0	F
817	0.25	F
818	0.0	F
819	-0.25	F
820	0.0	F
821	0.25	F
822	0.0	F
823	-0.25	F
824	0.0	F
825	0.25	F
826	0.0	F
827	-0.25	F
828	0.0	F
829	0.25	F
830	0.0	F
831	-0.25	F
832	0.0	F
833	0.25	F
834	0.0	F
835	-0.25	F
836	0.0	F
837	0.25	F
838	0.0	F
839	-0.25	F
840	0.0	F
841	0.25	F
842	0.0	F
843	-0.25	F
844	0.0	F
845	0.25	F
846	0.0	F
847	-0.25	F
848	0.0	F
849	0.25	F
850	0.0	F
851	-0.25	F
852	0.0	F
853	0.25	F
854	0.0	F
855	-0.25	F
856	0.0	F
857	0.25	F
858	0.0	F
859	-0.25	F
860	0.0	F
861	0.25	F
862	0.0	F
863	-0.25	F
864	0.0	F
865	0.25	F
866	0.0	F
867	-0.25	F
868	0.0	F
869	0.25	F
870	0.0	F
871	-0.25	F
872	0.0	F
873	0.25	F
874	0.0	F
875	-0.25	F
876	0.0	F
877	0.25	F
878	0.0	F
879	-0.25	F
880	0.0	F
881	0.25	F
882	0.0	F
883	-0.25	F
884	0.0	F
885	0.25	F
886	0.0	F
887	-0.25	F
888	0.0	F
889	0.25	F
890	0.0	F
891	-0.25	F
892	0.0	F
893	0.25	F
894	0.0	F
895	-0.25	F
896	0.0	F
897	0.25	F
898	0.0	F
899	-0.25	F
900	0.0	F
901	0.25	F
902	0.0	F
903	-0.25	F
904	0.0	F
905	0.25	F
906	0.0	F
907	-0.25	F
908	0.0	F
909	0.25	F
910	0.0	F
911	-0.25	F
912	0.0	F
913	0.25	F
914	0.0	F
915	-0.25	F
916	0.0	F
917	0.25	F
918	0.0	F
919	-0.25	F
920	0.0	F
921	0.25	F
922	0.0	F
923	-0.25	F
924	0.0	F
925	0.25	F
926	0.0	F
927	-0.25	F
928	0.0	F
929	0.25	F
930	0.0	F
931	-0.25	F
932	0.0	F
933	0.25	F
934	0.0	F
935	-0.25	F
936	0.0	F
937	0.25	F
938	0.0	F
939	-0.25	F
940	0.0	F
941	0.25	F
942	0.0	F
943	-0.25	F
944	0.0	F
945	0.25	F
946	0.0	F
947	-0.25	F
948	0.0	F
949	0.25	F
950	0.0	F
951	-0.25	F
952	0.0	F
953	0.25	F
954	0.0	F
955	-0.25	F
956	0.0	F
957	0.25	F
958	0.0	F
959	-0.25	F
960	0.0	F
961	0.25	F
962	0.0	F
963	-0.25	F
964	0.0	F
965	0.25	F
966	0.0	F
967	-0.25	F
968	0.0	F
969	0.25	F
970	0.0	F
971	-0.25	F
972	0.0	F
973	0.25	F
974	0.0	F
975	-0.25	F
976	0.0	F
977	0.25	F
978	0.0	F
979	-0.25	F
980	0.0	F
981	0.25	F
982	0.0	F
983	-0.25	F
984	0.0	F
985	0.25	F
986	0.0	F
987	-0.25	F
988	0.0	F
989	0.25	F
990	0.0	F
991	-0.25	F
992	0.0	F
993	0.25	F
994	0.0	F
995	-0.25	F
996	0.0	F
997	0.25	F
998	0.0	F
999	-0.25	F
1000	0.0	F
1001	0.25	F
1002	0.0	F
1003	-0.25	F
1004	0.0	F
1005	0.25	F
1006	0.0	F
1007	-0.25	F
1008	0.0	F
1009	0.25	F
1010	0.0	F
1011	-0.25	F
1012	0.0	F
1013	0.25	F
1014	0.0	F
1015	-0.25	F
1016	0.0	F
1017	0.25	F
1018	0.0	F
1019	-0.25	F
1020	0.0	F
1021	0.25	F
1022	0.0	F
1023	-0.25	F
1024	0.0	F
1025	0.25	F
1026	0.0	F
1027	-0.25	F
1028	0.0	F
1029	0.25	F
1030	0.0	F
1031	-0.25	F
1032	0.0	F
1033	0.25	F
1034	0.0	F
1035	-0.25	F
1036	0.0	F
1037	0.25	F
1038	0.0	F
1039	-0.25	F
1040	0.0	F
1041	0.25	F
1042	0.0	F
1043	-0.25	F
1044	0.0	F
1045	0.25	F
1046	0.0	F
1047	-0.25	F
1048	0.0	F
1049	0.25	F
1050	0.0	F
1051	-0.25	F
1052	0.0	F
1053	0.25	F
1054	0.0	F
1055	-0.25	F
1056	0.0	F
1057	0.25	F
1058	0.0	F
1059	-0.25	F
1060	0.0	F
1061	0.25	F
1062	0.0	F
1063	-0.25	F
1064	0.0	F
1065	0.25	F
1066	0.0	F
1067	-0.25	F
1068	0.0	F
1069	0.25	F
1070	0.0	F
1071	-0.25	F
1072	0.0	F
1073	0.25	F
1074	0.0	F
1075	-0.25	F
1076	0.0	F
1077	0.25	F
1078	0.0	F
1079	-0.25	F
1080	0.0	F
1081	0.25	F
1082	0.0	F
1083	-0.25	F
1084	0.0	F
1085	0.25	F
1086	0.0	F
1087	-0.25	F
1088	0.0	F
1089	0.25	F
1090	0.0	F
1091	-0.25	F
1092	0.0	F
1093	0.25	F
1094	0.0	F
1095	-0.25	F
1096	0.0	F
1097	0.25	F
1098	0.0	F
1099	-0.25	F
1100	0.0	F
1101	0.25	F
1102	0.0	F
1103	-0.25	F
1104	0.0	F
1105	0.25	F
1106	0.0	F
1107	-0.25	F
1108	0.0	F
1109	0.25	F
1110	0.0	F
1111	-0.25	F
1112	0.0	F
1113	0.25	F
1114	0.0	F
1115	-0.25	F
1116	0.0	F
1117	0.25	F
1118	0.0	F
1119	-0.25	F
1120	0.0	F
1121	0.25	F
1122	0.0	F
1123	-0.25	F
1124	0.0	F
1125	0.25	F
1126	0.0	F
1127	-0.25	F
1128	0.0	F
1129	0.25	F
1130	0.0	F
1131	-0.25	F
1132	0.0	F
1133	0.25	F
1134	0.0	F
1135	-0.25	F
1136	0.0	F
1137	0.25	F
1138	0.0	F
1139	-0.25	F
1140	0.0	F
1141	0.25	F
1142	0.0	F
1143	-0.25	F
1144	0.0	F
1145	0.25	F
1146	0.0	F
1147	-0.25	F
1148	0.0	F
1149	0.25	F
1150	0.0	F
1151	-0.25	F
1152	0.0	F
1153	0.25	F
1154	0.0	F
1155	-0.25	F
1156	0.0	F
1157	0.25	F
1158	0.0	F
1159	-0.25	F
1160	0.0	F
1161	0.25	F
1162	0.0	F
1163	-0.25	F
1164	0.0	F
1165	0.25	F
1166	0.0	F
1167	-0.25	F
1168	0.0	F
1169	0.25	F
1170	0.0	F
1171	-0.25	F
1172	0.0	F
1173	0.25	F
1174	0.0	F
1175	-0.25	F
1176	0.0	F
1177	0.25	F
1178	0.0	F
1179	-0.25	F
1180	0.0	F
1181	0.25	F
1182	0.0	F
1183	-0.25	F
1184	0.0	F
1185	0.25	F
1186	0.0	F
1187	-0.25	F
1188	0.0	F
1189	0.25	F
1190	0.0	F
1191	-0.25	F
1192	0.0	F
1193	0.25	F
1194	0.0	F
1195	-0.25	F
1196	0.0	F
1197	0.25	F
1198	0.0	F
1199	-0.25	F
1200	0.0	F
1201	0.25	F
1202	0.0	F
1203	-0.25	F
1204	0.0	F
1205	0.25	F
1206	0.0	F
1207	-0.25	F
1208	0.0	F
1209	0.25	F
1210	0.0	F
1211	-0.25	F
1212	0.0	F
1213	0.25	F
1214	0.0	F
1215	-0.25	F
1216	0.0	F
1217	0.25	F
1218	0.0	F
1219	-0.25	F
1220	0.0	F
1221	0.25	F
1222	0.0	F
1223	-0.25	F
1224	0.0	F
1225	0.25	F
1226	0.0	F
1227	-0.25	F
1228	0.0	F
1229	0.25	F
1230	0.0	F
1231	-0.25	F
1232	0.0	F
1233	0.25	F
1234	0.0	F
1235	-0.25	F
1236	0.0	F
1237	0.25	F
1238	0.0	F
1239	-0.25	F
1240	0.0	F
1241	0.25	F
1242	0.0	F
1243	-0.25	F
1244	0.0	F
1245	0.25	F
1246	0.0	F
1247	-0.25	F
1248	0.0	F
1249	0.25	F
1250	0.0	F
1251	-0.25	F
1252	0.0	F
1253	0.25	F
1254	0.0	F
1255	-0.25	F
1256	0.0	F
1257	0.25	F
1258	0.0	F
1259	-0.25	F
1260	0.0	F
1261	0.25	F
1262	0.0	F
1263	-0.25	F
1264	0.0	F
1265	0.25	F
1266	0.0	F
1267	-0.25	F
1268	0.0	F
1269	0.25	F
1270	0.0	F
1271	-0.25	F
1272	0.0	F
1273	0.25	F
1274	0.0	F
1275	-0.25	F
1276	0.0	F
1277	0.25	F
1278	0.0	F
1279	-0.25	F
1280	0.0	F
1281	0.25	F
1282	0.0	F
1283	-0.25	F
1284	0.0	F
1285	0.25	F
1286	0.0	F
1287	-0.25	F
1288	0.0	F
1289	0.25	F
1290	0.0	F
1291	-0.25	F
1292	0.0	F
1293	0.25	F
1294	0.0	F
1295	-0.25	F
1296	0.0	F
1297	0.25	F
1298	0.0	F
1299	-0.25	F
1300	0.0	F
1301	0.25	F
1302	0.0	F
1303	-0.25	F
1304	0.0	F
1305	0.25	F
1306	0.0	F
1307	-0.25	F
1308	0.0	F
1309	0.25	F
1310	0.0	F
1311	-0.25	F
1312	0.0	F
1313	0.25	F
1314	0.0	F
1315	-0.25	F
1316	0.0	F
1317	0.25	F
1318	0.0	F
1319	-0.25	F
1320	0.0	F
1321	0.25	F
1322	0.0	F
1323	-0.25	F
1324	0.0	F
1325	0.25	F
1326	0.0	F
1327	-0.25	F
1328	0.0	F
1329	0.25	F
1330	0.0	F
1331	-0.25	F
1332	0.0	F
1333	0.25	F
1334	0.0	F
1335	-0.25	F
1336	0.0	F
1337	0.25	F
1338	0.0	F
1339	-0.25	F
1340	0.0	F
1341	0.25	F
1342	0.0	F
1343	-0.25	F
1344	0.0	F
1345	0.25	F
1346	0.0	F
1347	-0.25	F
1348	0.0	F
1349	0.25	F
1350	0.0	F
1351	-0.25	F
1352	0.0	F
1353	0.25	F
1354	0.0	F
1355	-0.25	F
1356	0.0	F
1357	0.25	F
1358	0.0	F
1359	-0.25	F
1360	0.0	F
1361	0.25	F
1362	0.0	F
1363	-0.25	F
1364	0.0	F
1365	0.25	F
1366	0.0	F
1367	-0.25	F
1368	0.0	F
1369	0.25	F
1370	0.0	F
1371	-0.25	F
1372	0.0	F
1373	0.25	F
1374	0.0	F
1375	-0.25	F
1376	0.0	F
1377	0.25	F
1378	0.0	F
1379	-0.25	F
1380	0.0	F
1381	0.25	F
1382	0.0	F
1383	-0.25	F
1384	0.0	F
1385	0.25	F
1386	0.0	F
1387	-0.25	F
1388	0.0	F
1389	0.25	F
1390	0.0	F
1391	-0.25	F
1392	0.0	F
1393	0.25	F
1394	0.0	F
1395	-0.25	F
1396	0.0	F
1397	0.25	F
1398	0.0	F
1399	-0.25	F
1400	0.0	F
1401	0.25	F
1402	0.0	F
1403	-0.25	F
1404	0.0	F
1405	0.25	F
1406	0.0	F
1407	-0.25	F
1408	0.0	F
1409	0.25	F
1410	0.0	F
1411	-0.25	F
1412	0.0	F
1413	0.25	F
1414	0.0	F
1415	-0.25	F
1416	0.0	F
1417	0.25	F
1418	0.0	F
1419	-0.25	F
1420	0.0	F
1421	0.25	F
1422	0.0	F
1423	-0.25	F
1424	0.0	F
1425	0.25	F
1426	0.0	F
1427	-0.25	F
1428	0.0	F
1429	0.25	F
1430	0.0	F
1431	-0.25	F
1432	0.0	F
1433	0.25	F
1434	0.0	F
1435	-0.25	F
1436	0.0	F
1437	0.25	F
1438	0.0	F
1439	-0.25	F
1440	0.0	F
1441	0.25	F
1442	0.0	F
1443	-0.25	F
1444	0.0	F
1445	0.25	F
1446	0.0	F
1447	-0.25	F
1448	0.0	F
1449	0.25	F
1450	0.0	F
1451	-0.25	F
1452	0.0	F
1453	0.25	F
1454	0.0	F
1455	-0.25	F
1456	0.0	F
1457	0.25	F
1458	0.0	F
1459	-0.25	F
1460	0.0	F
1461	0.25	F
1462	0.0	F
1463	-0.25	F
1464	0.0	F
1465	0.25	F
1466	0.0	F
1467	-0.25	F
1468	0.0	F
1469	0.25	F
1470	0.0	F
1471	-0.25	F
1472	0.0	F
1473	0.25	F
1474	0.0	F
1475	-0.25	F
1476	0.0	F
1477	0.25	F
1478	0.0	F
1479	-0.25	F
1480	0.0	F
1481	0.25	F
1482	0.0	F
1483	-0.25	F
1484	0.0	F
1485	0.25	F
1486	0.0	F
1487	-0.25	F
1488	0.0	F
1489	0.25	F
1490	0.0	F
1491	-0.25	F
1492	0.0	F
1493	0.25	F
1494	0.0	F
1495	-0.25	F
1496	0.0	F
1497	0.25	F
1498	0.0	F
1499	-0.25	F
1500	0.0	F
1501	0.25	F
1502	0.0	F
1503	-0.25	F
1504	0.0	F
1505	0.25	F
1506	0.0	F
1507	-0.25	F
1508	0.0	F
1509	0.25	F
1510	0.0	F
1511	-0.25	F
1512	0.0	F
1513	0.25	F
1514	0.0	F
1515	-0.25	F
1516	0.0	F
1517	0.25	F
1518	0.0	F
1519	-0.25	F
1520	0.0	F
1521	0.25	F
1522	0.0	F
1523	-0.25	F
1524	0.0	F
1525	0.25	F
1526	0.0	F
1527	-0.25	F
1528	0.0	F
1529	0.25	F
1530	0.0	F
1531	-0.25	F
1532	0.0	F
1533	0.25	F
1534	0.0	F
1535	-0.25	F
1536	0.0	F
1537	0.25	F
1538	0.0	F
1539	-0.25	F
1540	0.0	F
1541	0.25	F
1542	0.0	F
1543	-0.25	F
1544	0.0	F
1545	0.25	F
1546	0.0	F
1547	-0.25	F
1548	0.0	F
1549	0.25	F
1550	0.0	F
1551	-0.25	F
1552	0.0	F
1553	0.25	F
1554	0.0	F
1555	-0.25	F
1556	0.0	F
1557	0.25	F
1558	0.0	F
1559	-0.25	F
1560	0.0	F
1561	0.25	F
1562	0.0	F
1563	-0.25	F
1564	0.0	F
1565	0.25	F
1566	0.0	F
1567	-0.25	F
1568	0.0	F
1569	0.25	F
1570	0.0	F
1571	-0.25	F
1572	0.0	F
1573	0.25	F
1574	0.0	F
1575	-0.25	F
1576	0.0	F
1577	0.25	F
1578	0.0	F
1579	-0.25	F
1580	0.0	F
1581	0.25	F
1582	0.0	F
1583	-0.25	F
1584	0.0	F
1585	0.25	F
1586	0.0	F
1587	-0.25	F
1588	0.0	F
1589	0.25	F
1590	0.0	F
1591	-0.25	F
1592	0.0	F
1593	0.25	F
1594	0.0	F
1595	-0.25	F
1596	0.0	F
1597	0.25	F
1598	0.0	F
1599	-0.25	F
1600	0.0	F
1601	0.25	F
1602	0.0	F
1603	-0.25	F
1604	0.0	F
1605	0.25	F
1606	0.0	F
1607	-0.25	F
1608	0.0	F
1609	0.25	F
1610	0.0	F
1611	-0.25	F
1612	0.0	F
1613	0.25	F
1614	0.0	F
1615	-0.25	F
1616	0.0	F
1617	0.25	F
1618	0.0	F
